"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"fang"	"ɸaŋ"	1	"㡛"
"fang"	"ɸaŋ"	1	"肓"
"fang"	"ɸaŋ"	1	"衁"
"fang"	"ɸaŋ"	1	"䀮"
"fang"	"ɸaŋ"	2	"防"
"fang"	"ɸaŋ"	2	"坊"
"fang"	"ɸaŋ"	2	"妨"
"fang"	"ɸaŋ"	2	"肪"
"fang"	"ɸaŋ"	2	"魴"
"fang"	"ɸaŋ"	2	"鲂"
"fang"	"ɸaŋ"	2	"房"
"fang"	"ɸaŋ"	2	"皇"
"fang"	"ɸaŋ"	2	"𦤃"
"fang"	"ɸaŋ"	2	"惶"
"fang"	"ɸaŋ"	2	"偟"
"fang"	"ɸaŋ"	2	"徨"
"fang"	"ɸaŋ"	2	"䞹"
"fang"	"ɸaŋ"	2	"煌"
"fang"	"ɸaŋ"	2	"凰"
"fang"	"ɸaŋ"	2	"隍"
"fang"	"ɸaŋ"	2	"湟"
"fang"	"ɸaŋ"	2	"篁"
"fang"	"ɸaŋ"	2	"蝗"
"fang"	"ɸaŋ"	2	"喤"
"fang"	"ɸaŋ"	2	"艎"
"fang"	"ɸaŋ"	2	"鍠"
"fang"	"ɸaŋ"	2	"锽"
"fang"	"ɸaŋ"	2	"餭"
"fang"	"ɸaŋ"	2	"鰉"
"fang"	"ɸaŋ"	2	"鳇"
"fang"	"ɸaŋ"	2	"鱑"
"fang"	"ɸaŋ"	2	"黃"
"fang"	"ɸaŋ"	2	"黄"
"fang"	"ɸaŋ"	2	"蟥"
"fang"	"ɸaŋ"	2	"磺"
"fang"	"ɸaŋ"	2	"璜"
"fang"	"ɸaŋ"	2	"簧"
"fang"	"ɸaŋ"	2	"潢"
"fang"	"ɸaŋ"	2	"鐄"
"fang"	"ɸaŋ"	3	"仿"
"fang"	"ɸaŋ"	3	"倣"
"fang"	"ɸaŋ"	3	"紡"
"fang"	"ɸaŋ"	3	"纺"
"fang"	"ɸaŋ"	3	"彷"
"fang"	"ɸaŋ"	3	"髣"
"fang"	"ɸaŋ"	3	"舫"
"fang"	"ɸaŋ"	3	"昉"
"fang"	"ɸaŋ"	3	"放"
"fang"	"ɸaŋ"	3	"旊"
"fang"	"ɸaŋ"	3	"訪"
"fang"	"ɸaŋ"	3	"访"
"fang"	"ɸaŋ"	3	"邡"
"fang"	"ɸaŋ"	3	"𣄙"
"fang"	"ɸaŋ"	3	"滉"
"fang"	"ɸaŋ"	3	"榥"
"fang"	"ɸaŋ"	3	"幌"
"fang"	"ɸaŋ"	3	"晃"
"fang"	"ɸaŋ"	3	"恍"
"fang"	"ɸaŋ"	3	"怳"
"fang"	"ɸaŋ"	3	"潢"
"fang"	"ɸaŋ"	3	"謊"
"fang"	"ɸaŋ"	3	"谎"
"fang"	"ɸaŋ"	3	"詤"
"fang"	"ɸaŋ"	3	"𧧢"
"fang"	"ɸaŋ"	3	"㬻"
"fang"	"ɸaŋ"	3	"䐠"
"fang"	"ɸaŋ"	5	"放"
"dang"	"taŋ"	1	"當"
"dang"	"taŋ"	1	"当"
"dang"	"taŋ"	1	"噹"
"dang"	"taŋ"	1	"璫"
"dang"	"taŋ"	1	"珰"
"dang"	"taŋ"	1	"襠"
"dang"	"taŋ"	1	"裆"
"dang"	"taŋ"	1	"儅"
"dang"	"taŋ"	1	"鐺"
"dang"	"taŋ"	1	"铛"
"dang"	"taŋ"	1	"蟷"
"dang"	"taŋ"	1	"簹"
"dang"	"taŋ"	1	"筜"
"dang"	"taŋ"	2	"唐"
"dang"	"taŋ"	2	"塘"
"dang"	"taŋ"	2	"搪"
"dang"	"taŋ"	2	"螗"
"dang"	"taŋ"	2	"溏"
"dang"	"taŋ"	2	"傏"
"dang"	"taŋ"	2	"糖"
"dang"	"taŋ"	2	"餹"
"dang"	"taŋ"	2	"赯"
"dang"	"taŋ"	2	"堂"
"dang"	"taŋ"	2	"膛"
"dang"	"taŋ"	2	"螳"
"dang"	"taŋ"	2	"棠"
"dang"	"taŋ"	2	"碭"
"dang"	"taŋ"	3	"黨"
"dang"	"taŋ"	3	"党"
"dang"	"taŋ"	3	"讜"
"dang"	"taŋ"	3	"曭"
"dang"	"taŋ"	3	"𣎲"
"dang"	"taŋ"	3	"攩"
"dang"	"taŋ"	3	"擋"
"dang"	"taŋ"	3	"挡"
"dang"	"taŋ"	3	"檔"
"dang"	"taŋ"	5	"當"
"dang"	"taŋ"	5	"当"
"dang"	"taŋ"	5	"擋"
"dang"	"taŋ"	5	"挡"
"dang"	"taŋ"	5	"檔"
"dang"	"taŋ"	5	"档"
"dang"	"taŋ"	5	"宕"
"dang"	"taŋ"	5	"趤"
"dang"	"taŋ"	5	"菪"
"dang"	"taŋ"	5	"蕩"
"dang"	"taŋ"	5	"荡"
"dang"	"taŋ"	5	"璗"
"dang"	"taŋ"	5	"盪"
"dang"	"taŋ"	5	"碭"
"dang"	"taŋ"	5	"愓"
"dang"	"taŋ"	5	"踼"
"dang"	"taŋ"	5	"逿"
"dang"	"taŋ"	5	"鐋"
"dang"	"taŋ"	5	"簜"
"tang"	"tʰaŋ"	1	"湯"
"tang"	"tʰaŋ"	1	"汤"
"tang"	"tʰaŋ"	1	"鏜"
"tang"	"tʰaŋ"	1	"镗"
"tang"	"tʰaŋ"	1	"鞺"
"tang"	"tʰaŋ"	1	"鼞"
"tang"	"tʰaŋ"	1	"膛"
"tang"	"tʰaŋ"	3	"倘"
"tang"	"tʰaŋ"	3	"惝"
"tang"	"tʰaŋ"	3	"淌"
"tang"	"tʰaŋ"	3	"躺"
"tang"	"tʰaŋ"	3	"攩"
"tang"	"tʰaŋ"	3	"擋"
"tang"	"tʰaŋ"	3	"挡"
"tang"	"tʰaŋ"	3	"儻"
"tang"	"tʰaŋ"	3	"黨"
"tang"	"tʰaŋ"	3	"钂"
"tang"	"tʰaŋ"	3	"帑"
"tang"	"tʰaŋ"	3	"盪"		"把水放在器物裏搖動"
"tang"	"tʰaŋ"	3	"䠀"		"～底：鞋墊"
"tang"	"tʰaŋ"	5	"趟"
"tang"	"tʰaŋ"	5	"湯"
"tang"	"tʰaŋ"	5	"汤"
"tang"	"tʰaŋ"	5	"燙"
"tang"	"tʰaŋ"	5	"烫"
"tang"	"tʰaŋ"	5	"摥"		"～子：平斗斛的木片"
"tang"	"tʰaŋ"	5	"鐋"
"tang"	"tʰaŋ"	5	"盪"		"～子：抹子"
"lang"	"l̃aŋ"	2	"狼"
"lang"	"l̃aŋ"	2	"稂"
"lang"	"l̃aŋ"	2	"莨"
"lang"	"l̃aŋ"	2	"鋃"
"lang"	"l̃aŋ"	2	"浪"
"lang"	"l̃aŋ"	2	"琅"
"lang"	"l̃aŋ"	2	"蜋"
"lang"	"l̃aŋ"	2	"螂"
"lang"	"l̃aŋ"	2	"踉"
"lang"	"l̃aŋ"	2	"郞"
"lang"	"l̃aŋ"	2	"廊"
"lang"	"l̃aŋ"	2	"嫏"
"lang"	"l̃aŋ"	2	"榔"
"lang"	"l̃aŋ"	2	"瑯"
"lang"	"l̃aŋ"	2	"桹"
"lang"	"l̃aŋ"	2	"筤"
"lang"	"l̃aŋ"	2	"硠"
"lang"	"l̃aŋ"	2	"躴"
"lang"	"l̃aŋ"	2	"羹"
"lang"	"l̃aŋ"	2	"囊"
"lang"	"l̃aŋ"	3	"郎"
"lang"	"l̃aŋ"	3	"烺"
"lang"	"l̃aŋ"	3	"樃"
"lang"	"l̃aŋ"	3	"㮾"
"lang"	"l̃aŋ"	3	"樠"
"lang"	"l̃aŋ"	3	"曩"
"lang"	"l̃aŋ"	3	"攮"
"lang"	"l̃aŋ"	3	"暖"
"lang"	"l̃aŋ"	3	"煖"
"lang"	"l̃aŋ"	3	"盪"		"把水放在器物裏搖動"
"lang"	"l̃aŋ"	5	"浪"
"lang"	"l̃aŋ"	5	"埌"
"lang"	"l̃aŋ"	5	"𧻴"
"lang"	"l̃aŋ"	5	"誏"
"lang"	"l̃aŋ"	5	"㫰"
"lang"	"l̃aŋ"	5	"閬"
"lang"	"l̃aŋ"	5	"阆"
"lang"	"l̃aŋ"	6	"浪"
"lang"	"l̃aŋ"	6	"㫰"
"zang"	"tsaŋ"	1	"臧"
"zang"	"tsaŋ"	1	"贓"
"zang"	"tsaŋ"	1	"贜"
"zang"	"tsaŋ"	1	"賍"
"zang"	"tsaŋ"	1	"赃"
"zang"	"tsaŋ"	1	"髒"
"zang"	"tsaŋ"	1	"脏"
"zang"	"tsaŋ"	1	"臢"
"zang"	"tsaŋ"	1	"臜"
"zang"	"tsaŋ"	1	"牂"
"zang"	"tsaŋ"	1	"戕"
"zang"	"tsaŋ"	1	"淙"
"zang"	"tsaŋ"	1	"鏦"
"zang"	"tsaŋ"	2	"藏"
"zang"	"tsaŋ"	2	"臧"
"zang"	"tsaŋ"	3	"駔"
"zang"	"tsaŋ"	3	"驵"
"zang"	"tsaŋ"	5	"藏"
"zang"	"tsaŋ"	5	"臟"
"zang"	"tsaŋ"	5	"臧"
"zang"	"tsaŋ"	5	"葬"
"zang"	"tsaŋ"	5	"塟"
"zang"	"tsaŋ"	5	"奘"
"zang"	"tsaŋ"	6	"撞"		"～木鐘：吃力不討好，白費心思"
"cang"	"tsʰaŋ"	1	"倉"
"cang"	"tsʰaŋ"	1	"仓"
"cang"	"tsʰaŋ"	1	"傖"
"cang"	"tsʰaŋ"	1	"伧"
"cang"	"tsʰaŋ"	1	"蒼"
"cang"	"tsʰaŋ"	1	"苍"
"cang"	"tsʰaŋ"	1	"滄"
"cang"	"tsʰaŋ"	1	"沧"
"cang"	"tsʰaŋ"	1	"艙"
"cang"	"tsʰaŋ"	1	"舱"
"cang"	"tsʰaŋ"	1	"鶬"
"cang"	"tsʰaŋ"	1	"鸧"
"cang"	"tsʰaŋ"	1	"凔"
"cang"	"tsʰaŋ"	1	"瘡"
"cang"	"tsʰaŋ"	1	"疮"
"cang"	"tsʰaŋ"	3	"蒼"
"cang"	"tsʰaŋ"	3	"苍"
"cang"	"tsʰaŋ"	3	"愴"
"cang"	"tsʰaŋ"	3	"怆"
"cang"	"tsʰaŋ"	3	"瘡"
"cang"	"tsʰaŋ"	3	"疮"
"cang"	"tsʰaŋ"	5	"愴"
"cang"	"tsʰaŋ"	5	"怆"
"cang"	"tsʰaŋ"	5	"嗆"
"cang"	"tsʰaŋ"	5	"呛"
"sang"	"saŋ"	1	"桑"
"sang"	"saŋ"	1	"喪"
"sang"	"saŋ"	1	"丧"
"sang"	"saŋ"	3	"嗓"
"sang"	"saŋ"	3	"顙"
"sang"	"saŋ"	3	"颡"
"sang"	"saŋ"	3	"搡"
"sang"	"saŋ"	3	"磉"
"sang"	"saŋ"	3	"爽"
"sang"	"saŋ"	3	"塽"
"sang"	"saŋ"	5	"喪"
"sang"	"saŋ"	5	"丧"
"zhang"	"tʃaŋ"	1	"章"
"zhang"	"tʃaŋ"	1	"漳"
"zhang"	"tʃaŋ"	1	"彰"
"zhang"	"tʃaŋ"	1	"嫜"
"zhang"	"tʃaŋ"	1	"樟"
"zhang"	"tʃaŋ"	1	"璋"
"zhang"	"tʃaŋ"	1	"慞"
"zhang"	"tʃaŋ"	1	"蟑"
"zhang"	"tʃaŋ"	1	"傽"
"zhang"	"tʃaŋ"	1	"鄣"
"zhang"	"tʃaŋ"	1	"鱆"
"zhang"	"tʃaŋ"	1	"麞"
"zhang"	"tʃaŋ"	1	"獐"
"zhang"	"tʃaŋ"	1	"張"
"zhang"	"tʃaŋ"	1	"张"
"zhang"	"tʃaŋ"	1	"餦"
"zhang"	"tʃaŋ"	1	"粻"
"zhang"	"tʃaŋ"	2	"長"
"zhang"	"tʃaŋ"	2	"长"
"zhang"	"tʃaŋ"	2	"萇"
"zhang"	"tʃaŋ"	2	"苌"
"zhang"	"tʃaŋ"	2	"場"
"zhang"	"tʃaŋ"	2	"场"
"zhang"	"tʃaŋ"	2	"塲"
"zhang"	"tʃaŋ"	2	"腸"
"zhang"	"tʃaŋ"	2	"肠"
"zhang"	"tʃaŋ"	2	"觴"
"zhang"	"tʃaŋ"	2	"常"		"打～：經常"
"zhang"	"tʃaŋ"	2	"裳"
"zhang"	"tʃaŋ"	2	"嘗"
"zhang"	"tʃaŋ"	3	"長"
"zhang"	"tʃaŋ"	3	"长"
"zhang"	"tʃaŋ"	3	"掌"
"zhang"	"tʃaŋ"	3	"仉"
"zhang"	"tʃaŋ"	3	"抓"
"zhang"	"tʃaŋ"	3	"鞝"
"zhang"	"tʃaŋ"	3	"黨"
"zhang"	"tʃaŋ"	3	"党"
"zhang"	"tʃaŋ"	3	"漲"
"zhang"	"tʃaŋ"	3	"涨"
"zhang"	"tʃaŋ"	5	"丈"
"zhang"	"tʃaŋ"	5	"仗"
"zhang"	"tʃaŋ"	5	"杖"
"zhang"	"tʃaŋ"	5	"長"
"zhang"	"tʃaŋ"	5	"长"
"zhang"	"tʃaŋ"	5	"帳"
"zhang"	"tʃaŋ"	5	"帐"
"zhang"	"tʃaŋ"	5	"賬"
"zhang"	"tʃaŋ"	5	"账"
"zhang"	"tʃaŋ"	5	"脹"
"zhang"	"tʃaŋ"	5	"胀"
"zhang"	"tʃaŋ"	5	"痮"
"zhang"	"tʃaŋ"	5	"張"
"zhang"	"tʃaŋ"	5	"张"
"zhang"	"tʃaŋ"	5	"障"
"zhang"	"tʃaŋ"	5	"鄣"
"zhang"	"tʃaŋ"	5	"幛"
"zhang"	"tʃaŋ"	5	"瘴"
"zhang"	"tʃaŋ"	5	"嶂"
"zhang"	"tʃaŋ"	6	"丈"
"chang"	"tʃʰaŋ"	1	"昌"
"chang"	"tʃʰaŋ"	1	"娼"
"chang"	"tʃʰaŋ"	1	"倡"
"chang"	"tʃʰaŋ"	1	"猖"
"chang"	"tʃʰaŋ"	1	"菖"
"chang"	"tʃʰaŋ"	1	"閶"
"chang"	"tʃʰaŋ"	1	"阊"
"chang"	"tʃʰaŋ"	1	"鯧"
"chang"	"tʃʰaŋ"	1	"鲳"
"chang"	"tʃʰaŋ"	1	"錩"
"chang"	"tʃʰaŋ"	1	"锠"
"chang"	"tʃʰaŋ"	1	"倀"
"chang"	"tʃʰaŋ"	1	"伥"
"chang"	"tʃʰaŋ"	1	"鼚"
"chang"	"tʃʰaŋ"	3	"廠"
"chang"	"tʃʰaŋ"	3	"厂"
"chang"	"tʃʰaŋ"	3	"厰"
"chang"	"tʃʰaŋ"	3	"敞"
"chang"	"tʃʰaŋ"	3	"惝"
"chang"	"tʃʰaŋ"	3	"氅"
"chang"	"tʃʰaŋ"	3	"𣰉"
"chang"	"tʃʰaŋ"	3	"昶"
"chang"	"tʃʰaŋ"	5	"唱"
"chang"	"tʃʰaŋ"	5	"倡"
"chang"	"tʃʰaŋ"	5	"悵"
"chang"	"tʃʰaŋ"	5	"怅"
"chang"	"tʃʰaŋ"	5	"䩨"
"chang"	"tʃʰaŋ"	5	"暢"
"chang"	"tʃʰaŋ"	5	"畅"
"chang"	"tʃʰaŋ"	5	"鬯"
"shang"	"ʃaŋ"	1	"傷"
"shang"	"ʃaŋ"	1	"伤"
"shang"	"ʃaŋ"	1	"殤"
"shang"	"ʃaŋ"	1	"湯"
"shang"	"ʃaŋ"	1	"汤"
"shang"	"ʃaŋ"	1	"愓"
"shang"	"ʃaŋ"	1	"禓"
"shang"	"ʃaŋ"	1	"觴"
"shang"	"ʃaŋ"	1	"商"
"shang"	"ʃaŋ"	2	"常"
"shang"	"ʃaŋ"	2	"嫦"
"shang"	"ʃaŋ"	2	"裳"
"shang"	"ʃaŋ"	2	"徜"
"shang"	"ʃaŋ"	2	"嘗"
"shang"	"ʃaŋ"	2	"甞"
"shang"	"ʃaŋ"	2	"償"
"shang"	"ʃaŋ"	2	"鱨"
"shang"	"ʃaŋ"	2	"成"
"shang"	"ʃaŋ"	2	"筬"
"shang"	"ʃaŋ"	3	"上"
"shang"	"ʃaŋ"	3	"賞"
"shang"	"ʃaŋ"	3	"赏"
"shang"	"ʃaŋ"	3	"償"
"shang"	"ʃaŋ"	5	"上"
"shang"	"ʃaŋ"	5	"尚"
"shang"	"ʃaŋ"	6	"上"
"rang"	"ɹaŋ"	1	"攘"
"rang"	"ɹaŋ"	1	"勷"
"rang"	"ɹaŋ"	1	"瓤"
"rang"	"ɹaŋ"	1	"穰"
"rang"	"ɹaŋ"	1	"瀼"
"rang"	"ɹaŋ"	1	"獽"
"rang"	"ɹaŋ"	1	"禳"
"rang"	"ɹaŋ"	1	"儴"
"rang"	"ɹaŋ"	1	"蘘"
"rang"	"ɹaŋ"	3	"嚷"
"rang"	"ɹaŋ"	3	"壤"
"rang"	"ɹaŋ"	3	"攘"
"rang"	"ɹaŋ"	3	"瀼"
"rang"	"ɹaŋ"	3	"穰"
"rang"	"ɹaŋ"	3	"蠰"
"rang"	"ɹaŋ"	3	"醸"
"rang"	"ɹaŋ"	5	"讓"
"rang"	"ɹaŋ"	5	"醸"
"rang"	"ɹaŋ"	5	"饟"
"rang"	"ɹaŋ"	6	"讓"
"gang"	"kaŋ"	1	"岡"
"gang"	"kaŋ"	1	"冈"
"gang"	"kaŋ"	1	"剛"
"gang"	"kaŋ"	1	"刚"
"gang"	"kaŋ"	1	"鋼"
"gang"	"kaŋ"	1	"钢"
"gang"	"kaŋ"	1	"綱"
"gang"	"kaŋ"	1	"纲"
"gang"	"kaŋ"	1	"崗"
"gang"	"kaŋ"	1	"岗"
"gang"	"kaŋ"	1	"罁"
"gang"	"kaŋ"	1	"缸"
"gang"	"kaŋ"	1	"扛"
"gang"	"kaŋ"	1	"矼"
"gang"	"kaŋ"	1	"肛"
"gang"	"kaŋ"	1	"杠"
"gang"	"kaŋ"	1	"疘"
"gang"	"kaŋ"	1	"釭"
"gang"	"kaŋ"	1	"舡"
"gang"	"kaŋ"	1	"㼚"
"gang"	"kaŋ"	1	"罡"
"gang"	"kaŋ"	1	"堽"
"gang"	"kaŋ"	1	"亢"
"gang"	"kaŋ"	2	"扛"
"gang"	"kaŋ"	3	"港"
"gang"	"kaŋ"	3	"岡"
"gang"	"kaŋ"	3	"冈"
"gang"	"kaŋ"	3	"崗"
"gang"	"kaŋ"	3	"岗"
"gang"	"kaŋ"	3	"講"
"gang"	"kaŋ"	3	"讲"
"gang"	"kaŋ"	5	"虹"
"gang"	"kaŋ"	5	"槓"
"gang"	"kaŋ"	5	"杠"
"gang"	"kaŋ"	5	"棡"
"gang"	"kaŋ"	5	"焵"
"gang"	"kaŋ"	5	"夯"
"gang"	"kaŋ"	5	"𥫲"
"gang"	"kaŋ"	5	"𥫼"
"gang"	"kaŋ"	5	"戇"
"gang"	"kaŋ"	5	"戆"
"kang"	"kʰaŋ"	1	"康"
"kang"	"kʰaŋ"	1	"糠"
"kang"	"kʰaŋ"	1	"穅"
"kang"	"kʰaŋ"	1	"躿"
"kang"	"kʰaŋ"	1	"鏮"
"kang"	"kʰaŋ"	1	"恇"
"kang"	"kʰaŋ"	1	"㝩"		"～容器沒有盛滿"
"kang"	"kʰaŋ"	3	"慷"
"kang"	"kʰaŋ"	3	"忼"
"kang"	"kʰaŋ"	3	"𠻞"
"kang"	"kʰaŋ"	5	"亢"
"kang"	"kʰaŋ"	5	"抗"
"kang"	"kʰaŋ"	5	"伉"
"kang"	"kʰaŋ"	5	"炕"
"kang"	"kʰaŋ"	5	"匟"
"kang"	"kʰaŋ"	5	"沆"
"kang"	"kʰaŋ"	5	"砊"
"kang"	"kʰaŋ"	5	"犺"
"kang"	"kʰaŋ"	5	"頏"
"kang"	"kʰaŋ"	5	"颃"
"kang"	"kʰaŋ"	5	"閌"
"kang"	"kʰaŋ"	5	"闶"
"ngang"	"ŋaŋ"	1	"腌"
"ngang"	"ŋaŋ"	1	"骯"
"ngang"	"ŋaŋ"	1	"肮"
"ngang"	"ŋaŋ"	2	"卬"
"ngang"	"ŋaŋ"	2	"昂"
"ngang"	"ŋaŋ"	5	"盎"
"xang"	"xaŋ"	2	"杭"
"xang"	"xaŋ"	2	"航"
"xang"	"xaŋ"	2	"吭"
"xang"	"xaŋ"	2	"迒"
"xang"	"xaŋ"	2	"肮"
"xang"	"xaŋ"	2	"頏"
"xang"	"xaŋ"	2	"颃"
"xang"	"xaŋ"	2	"行"
"xang"	"xaŋ"	2	"桁"
"xang"	"xaŋ"	2	"絎"
"xang"	"xaŋ"	2	"绗"
"xang"	"xaŋ"	5	"吭"
"xang"	"xaŋ"	5	"行"
"xang"	"xaŋ"	5	"桁"
"xang"	"xaŋ"	5	"衖"
"xang"	"xaŋ"	5	"巷"
"xang"	"xaŋ"	5	"鬨"
"xang"	"xaŋ"	5	"沆"
"xang"	"xaŋ"	5	"項"
"xang"	"xaŋ"	5	"项"
"piang"	"pʰiaŋ"	3	"㩧"		"打，擊"
"liang"	"l̃iaŋ"	2	"良"
"liang"	"l̃iaŋ"	2	"俍"
"liang"	"l̃iaŋ"	2	"踉"
"liang"	"l̃iaŋ"	2	"粮"
"liang"	"l̃iaŋ"	2	"鋃"
"liang"	"l̃iaŋ"	2	"锒"
"liang"	"l̃iaŋ"	2	"涼"
"liang"	"l̃iaŋ"	2	"凉"
"liang"	"l̃iaŋ"	2	"椋"
"liang"	"l̃iaŋ"	2	"輬"
"liang"	"l̃iaŋ"	2	"辌"
"liang"	"l̃iaŋ"	2	"量"
"liang"	"l̃iaŋ"	2	"糧"
"liang"	"l̃iaŋ"	2	"梁"
"liang"	"l̃iaŋ"	2	"粱"
"liang"	"l̃iaŋ"	2	"樑"
"liang"	"l̃iaŋ"	3	"兩"
"liang"	"l̃iaŋ"	3	"两"
"liang"	"l̃iaŋ"	3	"倆"
"liang"	"l̃iaŋ"	3	"俩"
"liang"	"l̃iaŋ"	3	"裲"
"liang"	"l̃iaŋ"	3	"輛"
"liang"	"l̃iaŋ"	3	"辆"
"liang"	"l̃iaŋ"	3	"緉"
"liang"	"l̃iaŋ"	3	"魎"
"liang"	"l̃iaŋ"	3	"魉"
"liang"	"l̃iaŋ"	3	"蜽"
"liang"	"l̃iaŋ"	5	"晾"
"liang"	"l̃iaŋ"	5	"諒"
"liang"	"l̃iaŋ"	5	"谅"
"liang"	"l̃iaŋ"	5	"倞"
"liang"	"l̃iaŋ"	5	"涼"
"liang"	"l̃iaŋ"	5	"掠"
"liang"	"l̃iaŋ"	5	"亮"
"liang"	"l̃iaŋ"	5	"喨"
"liang"	"l̃iaŋ"	5	"量"
"liang"	"l̃iaŋ"	5	"踉"
"liang"	"l̃iaŋ"	5	"輛"
"liang"	"l̃iaŋ"	5	"辆"
"liang"	"l̃iaŋ"	5	"兩"
"liang"	"l̃iaŋ"	5	"两"
"liang"	"l̃iaŋ"	5	"緉"
"liang"	"l̃iaŋ"	6	"亮"
"ziang"	"tsiaŋ"	1	"將"
"ziang"	"tsiaŋ"	1	"将"
"ziang"	"tsiaŋ"	1	"漿"
"ziang"	"tsiaŋ"	1	"螿"
"ziang"	"tsiaŋ"	1	"螀"
"ziang"	"tsiaŋ"	2	"牆"
"ziang"	"tsiaŋ"	2	"墻"
"ziang"	"tsiaŋ"	2	"墙"
"ziang"	"tsiaŋ"	2	"廧"
"ziang"	"tsiaŋ"	2	"嬙"
"ziang"	"tsiaŋ"	2	"嫱"
"ziang"	"tsiaŋ"	2	"薔"
"ziang"	"tsiaŋ"	2	"蔷"
"ziang"	"tsiaŋ"	2	"檣"
"ziang"	"tsiaŋ"	2	"樯"
"ziang"	"tsiaŋ"	2	"艢"
"ziang"	"tsiaŋ"	2	"戕"
"ziang"	"tsiaŋ"	2	"爿"
"ziang"	"tsiaŋ"	2	"佯"
"ziang"	"tsiaŋ"	2	"庠"
"ziang"	"tsiaŋ"	2	"祥"
"ziang"	"tsiaŋ"	2	"詳"
"ziang"	"tsiaŋ"	2	"详"
"ziang"	"tsiaŋ"	2	"羊"
"ziang"	"tsiaŋ"	2	"翔"
"ziang"	"tsiaŋ"	3	"獎"
"ziang"	"tsiaŋ"	3	"奖"
"ziang"	"tsiaŋ"	3	"奬"
"ziang"	"tsiaŋ"	3	"槳"
"ziang"	"tsiaŋ"	3	"蔣"
"ziang"	"tsiaŋ"	3	"蒋"
"ziang"	"tsiaŋ"	5	"將"
"ziang"	"tsiaŋ"	5	"将"
"ziang"	"tsiaŋ"	5	"醬"
"ziang"	"tsiaŋ"	5	"酱"
"ziang"	"tsiaŋ"	5	"匠"
"ziang"	"tsiaŋ"	6	"匠"		"木～"
"ziang"	"tsiaŋ"	6	"像"
"ciang"	"tsʰiaŋ"	1	"槍"
"ciang"	"tsʰiaŋ"	1	"枪"
"ciang"	"tsʰiaŋ"	1	"鎗"
"ciang"	"tsʰiaŋ"	1	"搶"
"ciang"	"tsʰiaŋ"	1	"抢"
"ciang"	"tsʰiaŋ"	1	"瑲"
"ciang"	"tsʰiaŋ"	1	"玱"
"ciang"	"tsʰiaŋ"	1	"嗆"
"ciang"	"tsʰiaŋ"	1	"呛"
"ciang"	"tsʰiaŋ"	1	"蹌"
"ciang"	"tsʰiaŋ"	1	"跄"
"ciang"	"tsʰiaŋ"	1	"鶬"
"ciang"	"tsʰiaŋ"	1	"鸧"
"ciang"	"tsʰiaŋ"	1	"將"
"ciang"	"tsʰiaŋ"	1	"将"
"ciang"	"tsʰiaŋ"	1	"鏘"
"ciang"	"tsʰiaŋ"	1	"锵"
"ciang"	"tsʰiaŋ"	1	"蹡"
"ciang"	"tsʰiaŋ"	1	"斨"
"ciang"	"tsʰiaŋ"	3	"搶"
"ciang"	"tsʰiaŋ"	3	"抢"
"ciang"	"tsʰiaŋ"	3	"磢"
"ciang"	"tsʰiaŋ"	3	"摤"
"ciang"	"tsʰiaŋ"	5	"搶"
"ciang"	"tsʰiaŋ"	5	"抢"
"ciang"	"tsʰiaŋ"	5	"蹌"
"ciang"	"tsʰiaŋ"	5	"跄"
"ciang"	"tsʰiaŋ"	5	"蹡"
"ciang"	"tsʰiaŋ"	5	"戧"		"斜～：斜對門"
"siang"	"siaŋ"	1	"相"
"siang"	"siaŋ"	1	"箱"
"siang"	"siaŋ"	1	"廂"
"siang"	"siaŋ"	1	"湘"
"siang"	"siaŋ"	1	"緗"
"siang"	"siaŋ"	1	"缃"
"siang"	"siaŋ"	1	"襄"
"siang"	"siaŋ"	1	"勷"
"siang"	"siaŋ"	1	"鑲"
"siang"	"siaŋ"	1	"镶"
"siang"	"siaŋ"	1	"驤"
"siang"	"siaŋ"	1	"骧"
"siang"	"siaŋ"	1	"欀"
"siang"	"siaŋ"	1	"瓖"
"siang"	"siaŋ"	1	"纕"
"siang"	"siaŋ"	3	"想"
"siang"	"siaŋ"	3	"鯗"
"siang"	"siaŋ"	5	"象"
"siang"	"siaŋ"	5	"像"
"siang"	"siaŋ"	5	"橡"
"siang"	"siaŋ"	5	"潒"
"siang"	"siaŋ"	5	"襐"
"siang"	"siaŋ"	5	"鐌"
"siang"	"siaŋ"	5	"相"
"siang"	"siaŋ"	6	"像"		"白"
"zhiang"	"tɕiaŋ"	1	"江"
"zhiang"	"tɕiaŋ"	1	"茳"
"zhiang"	"tɕiaŋ"	1	"豇"
"zhiang"	"tɕiaŋ"	1	"矼"
"zhiang"	"tɕiaŋ"	1	"姜"
"zhiang"	"tɕiaŋ"	1	"薑"
"zhiang"	"tɕiaŋ"	1	"䕬"
"zhiang"	"tɕiaŋ"	1	"僵"
"zhiang"	"tɕiaŋ"	1	"䗵"
"zhiang"	"tɕiaŋ"	1	"殭"
"zhiang"	"tɕiaŋ"	1	"疆"
"zhiang"	"tɕiaŋ"	1	"橿"
"zhiang"	"tɕiaŋ"	1	"韁"
"zhiang"	"tɕiaŋ"	1	"繮"
"zhiang"	"tɕiaŋ"	1	"缰"
"zhiang"	"tɕiaŋ"	2	"强"
"zhiang"	"tɕiaŋ"	2	"強"
